date,event_id,venue,city,state,show_set,time,song,isong,next_set,Nevents,ievent,break_length
1969-05-03,593,Winterland,San Francisco,CA,Set 1,,Me And My Uncle,1482,Set 2,2,2,long
1969-05-03,593,Winterland,San Francisco,CA,Set 2,,Turn On Your Lovelight,1488,Encore,2,2,short
1969-05-03,593,Winterland,San Francisco,CA,Encore,,It's All Over Now Baby Blue,1489,,2,2,long
1969-05-07,594,"Polo Field, Golden Gate Park",San Francisco,CA,Set 1,,Hi-Heel Sneakers,1500,,1,1,long
1969-05-09,597,"Hall Of Flowers, San Mateo County Fairgrounds",San Mateo,CA,Set 1,,Turn On Your Lovelight,1505,,1,1,long
1969-05-10,598,Rose Palace,Pasadena,CA,Set 1,19:30:00.000,Turn On Your Lovelight,1513,,1,1,long
1969-05-11,599,"Aztec Bowl, San Diego State University",San Diego,CA,Set 1,12:00:00.000,Turn On Your Lovelight,1525,,1,1,long
1969-05-16,601,Campolindo High School,Moraga,CA,Set 1,20:00:00.000,Turn On Your Lovelight,1530,,1,1,long
1969-05-23,607,Seminole Indian Village,West Hollywood,FL,Set 1,18:00:00.000,Turn On Your Lovelight,1537,,1,1,long
1969-05-24,608,Seminole Indian Village,West Hollywood,FL,Set 1,14:00:00.000,And We Bid You Good Night,1548,,1,1,long
1969-05-28,610,Winterland,San Francisco,CA,Set 1,,Turn On Your Lovelight,1556,,1,1,long
1969-05-29,611,"Robertson Gym, UC Santa Barbara",Goleta,CA,Set 1,20:00:00.000,Turn On Your Lovelight,1557,,1,1,long
1969-05-30,612,Springer's Inn,Gresham,OR,Set 1,21:00:00.000,Turn On Your Lovelight,1566,,1,1,long
1969-05-31,613,"MacArthur Court, University of Oregon",Eugene,OR,Set 1,,Turn On Your Lovelight,1577,Set 2,1,1,long
1969-05-31,613,"MacArthur Court, University of Oregon",Eugene,OR,Set 2,,Cosmic Charlie,1581,Encore,1,1,short
1969-05-31,613,"MacArthur Court, University of Oregon",Eugene,OR,Encore,,And We Bid You Good Night,1583,,1,1,long
1969-06-05,616,Fillmore West,San Francisco,CA,Set 1,,Cryptical Envelopment,1593,Set 2,1,1,long
1969-06-05,616,Fillmore West,San Francisco,CA,Set 2,,Turn On Your Lovelight,1599,,1,1,long
1969-06-06,617,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1605,,1,1,long
1969-06-07,618,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,1616,,1,1,long
1969-06-08,619,Fillmore West,San Francisco,CA,Set 1,,Me And My Uncle,1622,Set 2,1,1,long
1969-06-08,619,Fillmore West,San Francisco,CA,Set 2,,Cosmic Charlie,1629,,1,1,long
1969-06-13,621,Fresno Convention Center,Fresno,CA,Set 1,,Turn On Your Lovelight,1639,,1,1,long
1969-06-14,622,Monterey Peninsula College,Monterey,CA,Set 1,,Turn On Your Lovelight,1650,,1,1,long
1969-06-20,624,Fillmore East,New York,NY,Set 1,,Alligator,1657,,2,1,long
1969-06-20,625,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,1668,Encore,2,2,short
1969-06-20,625,Fillmore East,New York,NY,Encore,,Cold Jordan,1669,,2,2,long
1969-06-21,626,Fillmore East,New York,NY,Set 1,,Cosmic Charlie,1681,,2,1,long
1969-06-21,627,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,1682,,2,2,long
1969-06-22,628,Central Park,New York,NY,Set 1,,Turn On Your Lovelight,1693,,1,1,long
1969-06-27,630,Sonoma County Fairgrounds,Santa Rosa,CA,Set 1,,It's All Over Now Baby Blue,1708,,1,1,long
1969-06-28,632,Sonoma County Fairgrounds,Santa Rosa,CA,Set 1,,Turn On Your Lovelight,1717,,1,1,long
1969-07-03,635,Reed Hollow Ranch,Franktown,CO,Set 1,20:30:00.000,Turn On Your Lovelight,1728,,1,1,long
1969-07-04,636,Kinetic Playground,Chicago,IL,Set 1,19:30:00.000,Turn On Your Lovelight,1745,,1,1,long
1969-07-05,637,Kinetic Playground,Chicago,IL,Set 1,19:30:00.000,It's All Over Now Baby Blue,1750,Set 2,1,1,long
1969-07-05,637,Kinetic Playground,Chicago,IL,Set 2,19:30:00.000,Turn On Your Lovelight,1757,,1,1,long
1969-07-07,639,Piedmont Park,Atlanta,GA,Set 1,,Turn On Your Lovelight,1765,,1,1,long
1969-07-08,641,Rock Pile,Toronto,ON,Set 1,,New Potato Caboose,1777,,1,1,long
1969-07-11,644,"NY State Pavilion, Flushing Meadows Park, Queens",New York,NY,Set 1,,Turn On Your Lovelight,1792,Encore,1,1,short
1969-07-11,644,"NY State Pavilion, Flushing Meadows Park, Queens",New York,NY,Encore,,Cosmic Charlie,1793,,1,1,long
1969-07-12,646,"NY State Pavilion, Flushing Meadows Park, Queens",New York,NY,Set 1,,Turn On Your Lovelight,1805,,1,1,long
1969-08-02,655,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Turn On Your Lovelight,1817,,1,1,long
1969-08-03,657,Family Dog On The Great Highway,San Francisco,CA,Set 1,,And We Bid You Good Night,1830,,1,1,long
1969-08-16,668,Max Yasgur's Farm,Bethel,NY,Set 1,,Turn On Your Lovelight,1835,,1,1,long
1969-08-21,674,Green Lake Aqua Theatre,Seattle,WA,Set 1,,Cosmic Charlie,1853,,1,1,long
1969-08-23,677,Pelletier Farm,St. Helens,OR,Set 1,,Turn On Your Lovelight,1863,Encore,1,1,short
1969-08-23,677,Pelletier Farm,St. Helens,OR,Encore,,And We Bid You Good Night,1864,,1,1,long
1969-08-29,683,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Turn On Your Lovelight,1874,,1,1,long
1969-08-30,685,Family Dog On The Great Highway,San Francisco,CA,Set 1,,High Time,1883,,1,1,long
1969-09-01,686,Baton Rouge International Speedway,Baton Rouge,LA,Set 1,,Turn On Your Lovelight,1892,,1,1,long
1969-09-06,688,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Midnight Hour,1902,,1,1,long
1969-09-26,696,Fillmore East,New York,NY,Set 1,20:00:00.000,He Was A Friend Of Mine,1906,,2,1,long
1969-09-26,697,Fillmore East,New York,NY,Set 1,23:30:00.000,Turn On Your Lovelight,1912,,2,2,long
1969-09-27,699,Fillmore East,New York,NY,Set 1,20:00:00.000,Uncle John's Band Jam,1921,Encore,2,1,short
1969-09-27,699,Fillmore East,New York,NY,Encore,20:00:00.000,Good Morning Little Schoolgirl,1922,,2,1,long
1969-09-27,700,Fillmore East,New York,NY,Set 1,23:30:00.000,And We Bid You Good Night,1931,,2,2,long
1969-09-29,703,Café au Go-Go,New York,NY,Set 1,,The Eleven,1939,,1,1,long
1969-09-30,704,Café au Go-Go,New York,NY,Set 1,,The Other One,1944,,1,1,long
1969-10-03,709,Boston Tea Party,Boston,MA,Set 1,,Midnight Hour,1945,,1,1,long
1969-10-05,711,Sam Houston Coliseum,Houston,TX,Set 1,13:00:00.000,Turn On Your Lovelight,1946,,1,1,long
1969-10-24,722,Winterland,San Francisco,CA,Set 1,,Good Lovin',1961,,1,1,long
1969-10-25,723,Winterland,San Francisco,CA,Set 1,,Turn On Your Lovelight,1973,,1,1,long
1969-10-26,724,Winterland,San Francisco,CA,Set 1,,It's All Over Now Baby Blue,1988,,1,1,long
1969-10-31,727,"Loma Prieta Room, Student Union, San Jose State University",San Jose,CA,Set 1,21:00:00.000,Turn On Your Lovelight,2003,,1,1,long
1969-11-01,728,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Turn On Your Lovelight,2021,,1,1,long
1969-11-02,729,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Death Don't Have No Mercy,2036,,1,1,long
1969-11-07,734,Fillmore Auditorium,San Francisco,CA,Set 1,,Turn On Your Lovelight,2056,,1,1,long
1969-11-08,735,Fillmore Auditorium,San Francisco,CA,Set 1,,Cumberland Blues,2068,Set 2,1,1,long
1969-11-08,735,Fillmore Auditorium,San Francisco,CA,Set 2,,And We Bid You Good Night,2080,,1,1,long
1969-11-15,737,Lanai Theater,Crockett,CA,Set 1,21:00:00.000,Cold Rain And Snow,2093,Set 2,1,1,long
1969-11-15,737,Lanai Theater,Crockett,CA,Set 2,21:00:00.000,Turn On Your Lovelight,2097,,1,1,long
1969-11-21,741,"Cal Expo, Building A",Sacramento,CA,Set 1,,Easy Wind,2102,Set 2,1,1,long
1969-11-21,741,"Cal Expo, Building A",Sacramento,CA,Set 2,,Turn On Your Lovelight,2110,,1,1,long
1969-12-04,749,Fillmore West,San Francisco,CA,Set 1,,Uncle John's Band,2125,,1,1,long
1969-12-05,750,Fillmore West,San Francisco,CA,Set 1,,It's All Over Now Baby Blue,2144,,1,1,long
1969-12-07,754,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,2158,,1,1,long
1969-12-10,755,Thelma,Los Angeles,CA,Set 1,,Turn On Your Lovelight,2171,Set 2,1,1,long
1969-12-10,755,Thelma,Los Angeles,CA,Set 2,,Cosmic Charlie,2176,,1,1,long
1969-12-11,757,Thelma,Los Angeles,CA,Set 1,,Cumberland Blues,2190,Set 2,1,1,long
1969-12-11,757,Thelma,Los Angeles,CA,Set 2,,Cosmic Charlie,2206,,1,1,long
1969-12-12,758,Thelma,Los Angeles,CA,Set 1,,Turn On Your Lovelight,2215,Set 2,1,1,long
1969-12-12,758,Thelma,Los Angeles,CA,Set 2,,And We Bid You Good Night,2232,,1,1,long
1969-12-13,759,Swing Auditorium,San Bernardino,CA,Set 1,,Turn On Your Lovelight,2245,,1,1,long
1969-12-19,761,Fillmore Auditorium,San Francisco,CA,Set 1,20:00:00.000,Turn On Your Lovelight,2265,,1,1,long
1969-12-20,762,Fillmore Auditorium,San Francisco,CA,Set 1,20:00:00.000,Cumberland Blues,2272,Set 2,1,1,long
1969-12-20,762,Fillmore Auditorium,San Francisco,CA,Set 2,20:00:00.000,Turn On Your Lovelight,2277,,1,1,long
1969-12-21,763,Fillmore Auditorium,San Francisco,CA,Set 1,,Cumberland Blues,2292,,1,1,long
1969-12-26,765,"McFarlin Auditorium, Southern Methodist University (SMU)",Dallas,TX,Set 1,,Turn On Your Lovelight,2309,,1,1,long
1969-12-28,766,Miami-Hollywood Speedway Park,Pembroke Pines,FL,Set 1,,Turn On Your Lovelight,2322,,1,1,long
1969-12-29,768,Boston Tea Party,Boston,MA,Set 1,,Mason's Children,2332,Set 2,1,1,long
1969-12-29,768,Boston Tea Party,Boston,MA,Set 2,,Not Fade Away,2341,,1,1,long
1969-12-30,769,Boston Tea Party,Boston,MA,Set 1,,Cosmic Charlie,2356,Set 2,1,1,long
1969-12-30,769,Boston Tea Party,Boston,MA,Set 2,,And We Bid You Good Night,2367,,1,1,long
1969-12-31,770,Boston Tea Party,Boston,MA,Set 1,,Uncle John's Band,2378,Set 2,1,1,long
1969-12-31,770,Boston Tea Party,Boston,MA,Set 2,,Dancin' In The Streets,2397,,1,1,long
1970-01-02,771,Fillmore East,New York,NY,Set 1,,Cosmic Charlie,2408,,2,1,long
1970-01-02,772,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,2423,,2,2,long
1970-01-03,773,Fillmore East,New York,NY,Set 1,,Feedback,2434,Encore,2,1,short
1970-01-03,773,Fillmore East,New York,NY,Encore,,Uncle John's Band,2435,,2,1,long
1970-01-03,774,Fillmore East,New York,NY,Set 1,,Dancin' In The Streets,2453,Encore,2,2,short
1970-01-03,774,Fillmore East,New York,NY,Encore,,Midnight Hour,2455,,2,2,long
1970-01-10,776,Golden Hall,San Diego,CA,Set 1,,Turn On Your Lovelight,2468,,1,1,long
1970-01-16,778,Springer's Inn,Gresham,OR,Set 1,20:00:00.000,Good Lovin',2478,Set 2,1,1,long
1970-01-16,778,Springer's Inn,Gresham,OR,Set 2,20:00:00.000,Cosmic Charlie,2493,,1,1,long
1970-01-17,779,"Gill Coliseum, Oregon State University",Corvallis,OR,Set 1,,Turn On Your Lovelight,2509,,1,1,long
1970-01-18,780,Springer's Inn,Gresham,OR,Set 1,,Turn On Your Lovelight,2523,,1,1,long
1970-01-23,783,Honolulu Civic Auditorium,Honolulu,HI,Set 1,20:00:00.000,Good Lovin',2533,Set 2,1,1,long
1970-01-23,783,Honolulu Civic Auditorium,Honolulu,HI,Set 2,20:00:00.000,Turn On Your Lovelight,2540,,1,1,long
1970-01-24,784,Honolulu Civic Auditorium,Honolulu,HI,Set 1,20:00:00.000,Dancin' In The Streets,2550,,1,1,long
1970-01-30,785,The Warehouse,New Orleans,LA,Set 1,,Cosmic Charlie,2568,,1,1,long
1970-01-31,786,The Warehouse,New Orleans,LA,Set 1,,The Race Is On,2581,Set 2,1,1,long
1970-01-31,786,The Warehouse,New Orleans,LA,Set 2,,Cumberland Blues,2586,,1,1,long
1970-02-01,787,The Warehouse,New Orleans,LA,Set 1,,Turn On Your Lovelight,2602,,1,1,long
1970-02-02,788,Fox Theatre,St. Louis,MO,Set 1,,Turn On Your Lovelight,2616,Encore,1,1,short
1970-02-02,788,Fox Theatre,St. Louis,MO,Encore,,And We Bid You Good Night,2617,,1,1,long
1970-02-04,790,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Midnight Hour,2627,,1,1,long
1970-02-05,792,Fillmore West,San Francisco,CA,Set 1,,Uncle John's Band,2637,,1,1,long
1970-02-06,793,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,2655,,1,1,long
1970-02-07,794,Fillmore West,San Francisco,CA,Set 1,,Good Lovin',2668,,1,1,long
1970-02-08,795,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,2681,,1,1,long
1970-02-11,796,Fillmore East,New York,NY,Set 1,,Big Boss Man,2689,,2,1,long
1970-02-11,797,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,2697,Encore,2,2,short
1970-02-11,797,Fillmore East,New York,NY,Encore,,Uncle John's Band,2698,,2,2,long
1970-02-13,799,Fillmore East,New York,NY,Set 1,,Not Fade Away,2708,Encore,2,1,short
1970-02-13,799,Fillmore East,New York,NY,Encore,,Casey Jones,2709,,2,1,long
1970-02-13,800,Fillmore East,New York,NY,Set 1,,Katie Mae,2720,Set 2,2,2,long
1970-02-13,800,Fillmore East,New York,NY,Set 2,,Turn On Your Lovelight,2726,Encore,2,2,short
1970-02-13,800,Fillmore East,New York,NY,Encore,,And We Bid You Good Night,2727,,2,2,long
1970-02-14,801,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,2732,,2,1,long
1970-02-14,802,Fillmore East,New York,NY,Set 1,,And We Bid You Good Night,2755,,2,2,long
1970-02-21,805,Hemisfair Arena,San Antonio,TX,Set 1,,Turn On Your Lovelight,2756,,1,1,long
1970-02-23,807,Austin Memorial Auditorium,Austin,TX,Set 1,,Mason's Children,2769,,1,1,long
1970-02-27,808,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Turn On Your Lovelight,2786,,1,1,long
1970-02-28,809,Family Dog On The Great Highway,San Francisco,CA,Set 1,,Turn On Your Lovelight,2807,Encore,1,1,short
1970-02-28,809,Family Dog On The Great Highway,San Francisco,CA,Encore,,Uncle John's Band,2808,,1,1,long
1970-03-01,810,Family Dog On The Great Highway,San Francisco,CA,Set 1,,It's All Over Now Baby Blue,2831,,1,1,long
1970-03-07,811,Santa Monica Civic Auditorium,Santa Monica,CA,Set 1,,Dire Wolf,2836,Set 2,1,1,long
1970-03-07,811,Santa Monica Civic Auditorium,Santa Monica,CA,Set 2,,Me And My Uncle,2843,,1,1,long
1970-03-08,812,Star Theatre,Phoenix,AZ,Set 1,,Turn On Your Lovelight,2857,,1,1,long
1970-03-17,827,Kleinhans Music Hall,Buffalo,NY,Set 1,19:30:00.000,Turn On Your Lovelight,2860,,1,1,long
1970-03-20,830,Capitol Theater,Port Chester,NY,Set 1,20:00:00.000,Minglewood Blues,2871,,2,1,long
1970-03-20,831,Capitol Theater,Port Chester,NY,Set 1,23:00:00.000,Turn On Your Lovelight,2891,Encore,2,2,short
1970-03-20,831,Capitol Theater,Port Chester,NY,Encore,23:00:00.000,And We Bid You Good Night,2892,,2,2,long
1970-03-21,832,Capitol Theater,Port Chester,NY,Set 1,20:00:00.000,Cumberland Blues,2904,,2,1,long
1970-03-21,833,Capitol Theater,Port Chester,NY,Set 1,23:00:00.000,And We Bid You Good Night,2922,,2,2,long
1970-03-23,835,Pirates World,Dania,FL,Set 1,20:00:00.000,Me And My Uncle,2936,,1,1,long
1970-04-03,839,"Armory Field House, University of Cincinnati",Cincinnati,OH,Set 1,20:30:00.000,Turn On Your Lovelight,2959,Encore,1,1,short
1970-04-03,839,"Armory Field House, University of Cincinnati",Cincinnati,OH,Encore,20:30:00.000,And We Bid You Good Night,2960,,1,1,long
1970-04-09,840,Fillmore West,San Francisco,CA,Set 1,20:30:00.000,Turn On Your Lovelight,2979,,1,1,long
1970-04-10,841,Fillmore West,San Francisco,CA,Set 1,20:30:00.000,And We Bid You Good Night,3000,,1,1,long
1970-04-11,842,Fillmore West,San Francisco,CA,Set 1,,Uncle John's Band,3013,Set 2,1,1,long
1970-04-11,842,Fillmore West,San Francisco,CA,Set 2,,Turn On Your Lovelight,3017,,1,1,long
1970-04-12,843,Fillmore West,San Francisco,CA,Set 1,,Feedback,3036,Encore,1,1,short
1970-04-12,843,Fillmore West,San Francisco,CA,Encore,,And We Bid You Good Night,3037,,1,1,long
1970-04-15,844,Winterland,San Francisco,CA,Set 1,,Turn On Your Lovelight,3056,,1,1,long
1970-04-17,845,Family Dog On The Great Highway,San Francisco,CA,Show,,Uncle John's Band,3070,,1,1,long
1970-04-18,846,Family Dog On The Great Highway,San Francisco,CA,Show,,Black Snake,3087,,1,1,long
1970-04-19,847,Family Dog On The Great Highway,San Francisco,CA,Show,,Uncle John's Band,3103,,1,1,long
1970-04-24,851,Mammoth Gardens,Denver,CO,Set 1,,Turn On Your Lovelight,3106,,1,1,long
1970-04-25,852,Mammoth Gardens,Denver,CO,Set 1,,It's A Man's World,3122,,1,1,long
1970-04-26,853,York Farm,Poynette,WI,Set 1,,And We Bid You Good Night,3134,,1,1,long
1970-05-01,857,"Orvis Student Activities Center Gymnasium, State University of New York College of Technology at Alfred",Alfred,NY,Set 1,,Turn On Your Lovelight,3154,,1,1,long
1970-05-02,859,"West Gym, Harpur College",Binghamton,NY,Set 1,,Dancin' In The Streets,3178,Set 2,1,1,long
1970-05-02,859,"West Gym, Harpur College",Binghamton,NY,Set 2,,And We Bid You Good Night,3182,,1,1,long
1970-05-03,861,"Foss Hill, Wesleyan University",Middletown,CT,Set 1,,I Know You Rider,3200,,1,1,long
1970-05-06,863,"Kresge Plaza, Massachusetts Institute of Technology",Cambridge,MA,Set 1,,Not Fade Away,3211,,1,1,long
1970-05-07,865,"DuPont Gym, MIT",Cambridge,MA,Set 1,,Turn On Your Lovelight,3240,,1,1,long
1970-05-08,867,"Farrell Hall, SUNY",Delhi,NY,Set 1,,Good Lovin',3245,Encore,1,1,short
1970-05-08,867,"Farrell Hall, SUNY",Delhi,NY,Encore,,Uncle John's Band,3246,,1,1,long
1970-05-09,870,"Harrington Auditorium, Worcester Polytechnic Institute",Worcester,MA,Set 1,,Black Peter,3250,,1,1,long
1970-05-10,872,Atlanta Sports Arena,Atlanta,GA,Set 1,16:00:00.000,Will The Circle Be Unbroken,3254,,1,1,long
1970-05-14,875,Meramec Community College,Kirkwood,MO,Set 1,,Turn On Your Lovelight,3280,Encore,1,1,short
1970-05-14,875,Meramec Community College,Kirkwood,MO,Encore,,Cold Jordan,3281,,1,1,long
1970-05-15,877,Fillmore East,New York,NY,Set 1,,Cosmic Charlie,3299,Encore,2,1,short
1970-05-15,877,Fillmore East,New York,NY,Encore,,Minglewood Blues,3300,,2,1,long
1970-05-15,879,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,3325,Encore,2,2,short
1970-05-15,879,Fillmore East,New York,NY,Encore,,Cold Jordan,3326,,2,2,long
1970-05-16,880,Temple University,Philadelphia,PA,Set 1,,Turn On Your Lovelight,3334,,1,1,long
1970-05-24,885,Newcastle-Under-Lyme,"Newcastle, England",UK,Set 1,,Turn On Your Lovelight,3354,,1,1,long
1970-06-04,892,Fillmore West,San Francisco,CA,Set 1,21:30:00.000,Midnight Hour,3379,Encore,1,1,short
1970-06-04,892,Fillmore West,San Francisco,CA,Encore,21:30:00.000,It's All Over Now Baby Blue,3380,,1,1,long
1970-06-05,894,Fillmore West,San Francisco,CA,Set 1,21:30:00.000,Uncle John's Band,3398,Encore,1,1,short
1970-06-05,894,Fillmore West,San Francisco,CA,Encore,21:30:00.000,Casey Jones,3400,,1,1,long
1970-06-06,896,Fillmore West,San Francisco,CA,Set 1,,Uncle John's Band,3429,,1,1,long
1970-06-07,898,Fillmore West,San Francisco,CA,Set 1,,Frozen Logger,3456,,1,1,long
1970-06-12,901,Honolulu Civic Auditorium,Honolulu,HI,Set 1,,Cryptical Envelopment,3460,,1,1,long
1970-06-13,903,Honolulu Civic Auditorium,Honolulu,HI,Set 1,,Turn On Your Lovelight,3473,,1,1,long
1970-06-21,909,"Pauley Ballroom, UC Berkeley",Berkeley,CA,Set 1,20:30:00.000,Good Lovin',3485,,1,1,long
1970-06-24,912,Capitol Theater,Port Chester,NY,Set 1,,Cosmic Charlie,3504,Encore,2,1,short
1970-06-24,912,Capitol Theater,Port Chester,NY,Encore,,Minglewood Blues,3505,,2,1,long
1970-06-24,914,Capitol Theater,Port Chester,NY,Set 1,,Uncle John's Band,3523,Encore,2,2,short
1970-06-24,914,Capitol Theater,Port Chester,NY,Encore,,"Swing Low, Sweet Chariot",3524,,2,2,long
1970-06-27,918,Canadian National Exhibition Stadium,Toronto,ON,Set 1,,Turn On Your Lovelight,3531,,1,1,long
1970-06-28,920,Coronation Park,Toronto,ON,Set 1,,Good Lovin',3532,,1,1,long
1970-07-01,923,Winnipeg Fairgrounds,Winnipeg,MB,Set 1,,Turn On Your Lovelight,3540,,1,1,long
1970-07-04,926,McMahon Stadium,Calgary,AB,Set 1,,Turn On Your Lovelight,3550,,1,1,long
1970-07-08,933,Southern Illinois University,Edwardsville,IL,Set 1,20:30:00.000,Turn On Your Lovelight,3560,,1,1,long
1970-07-09,935,Fillmore East,New York,NY,Set 1,,Uncle John's Band,3574,,1,1,long
1970-07-10,937,Fillmore East,New York,NY,Set 1,,Good Lovin',3591,Encore,1,1,short
1970-07-10,937,Fillmore East,New York,NY,Encore,,Not Fade Away,3592,,1,1,long
1970-07-11,939,Fillmore East,New York,NY,Set 1,,Uncle John's Band,3619,,1,1,long
1970-07-12,942,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,3647,Encore,1,1,short
1970-07-12,942,Fillmore East,New York,NY,Encore,,Uncle John's Band,3648,,1,1,long
1970-07-14,945,Euphoria,San Rafael,CA,Set 1,21:00:00.000,Uncle John's Band,3672,,1,1,long
1970-07-16,948,Euphoria,San Rafael,CA,Set 1,,Turn On Your Lovelight,3679,Set 2,1,1,long
1970-07-16,948,Euphoria,San Rafael,CA,Set 2,,Uncle John's Band,3685,,1,1,long
1970-07-30,956,Lion's Share,San Anselmo,CA,Set 1,,"Swing Low, Sweet Chariot",3691,,1,1,long
1970-08-17,975,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,3704,,1,1,long
1970-08-18,977,Fillmore West,San Francisco,CA,Set 1,20:30:00.000,Uncle John's Band,3728,,1,1,long
1970-08-19,979,Fillmore West,San Francisco,CA,Set 1,,Turn On Your Lovelight,3755,,1,1,long
1970-09-17,999,Fillmore East,New York,NY,Set 1,,Uncle John's Band,3773,,1,1,long
1970-09-18,1001,Fillmore East,New York,NY,Set 1,,Good Lovin',3793,Encore,1,1,short
1970-09-18,1001,Fillmore East,New York,NY,Encore,,And We Bid You Good Night,3794,,1,1,long
1970-09-19,1004,Fillmore East,New York,NY,Set 1,,Turn On Your Lovelight,3820,,1,1,long
1970-09-20,1007,Fillmore East,New York,NY,Set 1,,And We Bid You Good Night,3849,,1,1,long
1970-09-26,1010,Terrace Ballroom,Salt Lake City,UT,Set 1,,Dancin' In The Streets,3859,,1,1,long
1970-10-04,1014,Winterland,San Francisco,CA,Set 1,,Uncle John's Band,3872,,1,1,long
1970-10-05,1017,Winterland,San Francisco,CA,Set 1,,Turn On Your Lovelight,3879,,1,1,long
1970-10-10,1019,"Colden Auditorium, Queens College",Queens,NY,Set 1,,Not Fade Away,3890,Set 2,1,1,long
1970-10-10,1019,"Colden Auditorium, Queens College",Queens,NY,Set 2,,Uncle John's Band,3899,,1,1,long
1970-10-11,1020,"Marion Shea Auditorium, Paterson State College",Wayne,NJ,Set 1,19:00:00.000,Not Fade Away,3915,,1,1,long
1970-10-16,1027,"Irvine Auditorium, University of Pennsylvania",Philadelphia,PA,Set 1,20:00:00.000,Good Lovin',3922,Encore,1,1,short
1970-10-16,1027,"Irvine Auditorium, University of Pennsylvania",Philadelphia,PA,Encore,20:00:00.000,Uncle John's Band,3923,,1,1,long
1970-10-17,1028,Cleveland Music Hall,Cleveland,OH,Set 1,,Hard To Handle,3936,Set 2,1,1,long
